Time (s),KCGx (g),KCGy (g),KCGz (g),IMSepOutletDp (psid)
497.075,0.000988,-0.001208,-0.000417,33.754146
497.205,0.001124,-0.000733,-0.006117,33.325054
497.335,0.001265,-0.002203,-0.005491,33.97072
497.465,0.000978,-0.001021,-0.003362,34.180918
497.596,0.001146,-0.001417,-0.001884,33.583947
497.716,0.000781,-0.002891,-0.002602,34.812046
497.846,0.001465,-0.002657,-0.003654,34.059854
497.976,0.001501,-0.001804,-0.004953,34.117917
498.106,0.001136,-0.004518,-0.004699,33.720361
498.216,0.001836,-0.004218,-0.002759,35.142612
498.357,0.000794,-0.00345,-0.000824,33.888867
498.487,0.001739,-0.00541,0.001695,33.679318
498.647,0.001436,-0.003489,0.002184,33.37929
498.777,0.001398,-0.0043,0.004945,34.573396
498.907,0.001421,-0.004803,0.002074,34.718436
499.028,0.001722,-0.004281,0.002139,35.369783
499.158,0.001018,-0.004328,0.000242,34.18908
499.288,0.002103,-0.004595,0.000671,36.28851
499.418,0.00136,-0.004635,0.001172,34.581025
499.548,0.001373,-0.005471,0.003688,35.178251
499.668,0.001901,-0.004828,0.00446,35.930489
499.799,0.00093,-0.004002,0.003431,35.122647
499.929,0.00175,-0.004415,0.003231,34.578474
500.059,0.001541,-0.00427,0.002827,34.073837
500.189,0.001128,-0.004651,0.002811,35.872056
500.309,0.001969,-0.005106,0.003343,35.475752
500.43,0.001337,-0.004033,0.000199,35.626357
500.57,0.001436,-0.004576,-0.002024,35.163991
500.7,0.001752,-0.004237,-0.005115,34.627169
500.81,0.001452,-0.003857,-0.006027,34.337738
500.95,0.00171,-0.00323,-0.007414,35.553872
501.081,0.001556,-0.002795,-0.007861,34.286261
501.201,0.001576,-0.002685,-0.007369,33.217972
501.341,0.001437,-0.002614,-0.008946,33.899394
501.471,0.001783,-0.001702,-0.009839,36.052225
501.631,0.001689,-0.000944,-0.008744,32.584109
501.751,0.002013,-0.000424,-0.008481,33.966454
501.882,0.001763,0.000298,-0.007896,34.48607
502.012,0.002141,-0.00048,-0.011467,35.148849
502.142,0.001927,0.000021,-0.011702,37.124247
502.272,0.00152,0.00016,-0.00872,34.788278
502.402,0.001543,0.000467,-0.00848,36.544898
502.523,0.001478,0.001009,-0.006742,35.806898
502.653,0.001589,0.001304,-0.010651,37.122067
502.783,0.001349,0.001782,-0.00949,34.263745
502.913,0.001684,0.002479,-0.00717,34.374398
503.043,0.001151,0.003381,-0.001978,34.257925
503.164,0.00082,0.003201,0.001568,35.839964
503.294,0.001074,0.00227,-0.001342,34.581489
503.424,0.000378,0.002855,-0.001081,35.082254
503.554,0.001127,0.003525,-0.003977,34.281206
503.684,0.000245,0.004896,-0.006169,35.047426
503.804,0.000866,0.00401,-0.003665,35.103262
503.935,0.001158,0.006076,-0.006942,35.254377
504.065,0.00079,0.006085,-0.005152,34.933063
504.175,0.000773,0.00427,-0.005041,35.243549
504.325,0.000962,0.0055,-0.004015,34.278539
504.445,0.000446,0.005176,-0.004096,35.190263
504.566,0.000818,0.004466,-0.005998,34.989641
504.706,0.000052,0.00265,-0.003388,34.521594
504.836,-0.000083,0.00212,-0.000747,35.180199
504.946,-0.000439,0.001916,0.00358,34.045918
505.096,-0.001258,0.001128,0.005748,34.911429
505.226,-0.000891,0.000884,0.001756,36.08608
505.337,0.000051,0.002134,-0.004405,31.856242
505.477,-0.000835,0.000759,-0.010377,32.798689
505.607,-0.000357,0.000691,-0.010131,32.625244
505.727,-0.001062,0.002543,-0.008946,33.081721
505.867,-0.000775,0.000265,-0.008642,33.70079
505.998,-0.000829,0.000935,-0.008853,34.594358
506.108,-0.001074,0.000936,-0.009237,33.953468
506.248,-0.001211,-0.000508,-0.007287,34.362781
506.378,-0.002272,0.000955,-0.006967,32.399464
506.538,-0.001658,-0.001341,-0.009078,34.677533
506.669,-0.001605,0.000189,-0.011497,36.281507
506.789,-0.001665,-0.0014,-0.012114,31.824637
506.919,-0.002552,-0.001005,-0.007761,33.092596
507.049,-0.002575,-0.002396,-0.003927,35.728917
507.179,-0.002904,-0.002531,-0.000415,34.310376
507.309,-0.002988,-0.00239,0.000832,34.776916
507.43,-0.002834,-0.001777,-0.002219,32.997827
507.56,-0.003228,-0.002402,-0.000762,34.063889
507.69,-0.003406,-0.002318,0.000401,33.461213
507.82,-0.004034,-0.002712,0.001501,32.623088
507.93,-0.003913,-0.003019,-0.000315,34.187619
508.071,-0.003648,-0.002267,-0.002825,36.135145
508.201,-0.004781,-0.003594,0.001999,34.14027
508.311,-0.004198,-0.003827,0.004936,34.896032
508.461,-0.005491,-0.003003,0.003924,32.360346
508.581,-0.005281,-0.004336,0.000453,34.288997
508.742,-0.004463,-0.001872,-0.004625,34.922072
508.872,-0.00501,-0.003488,-0.005883,36.862549
509.002,-0.00546,-0.00296,-0.006433,33.645673
509.132,-0.005087,-0.002574,-0.004919,34.460007
509.262,-0.006236,-0.002702,-0.006029,34.567414
509.382,-0.005676,-0.002701,-0.007462,34.692721
509.513,-0.005853,-0.001343,-0.005708,33.33579
509.643,-0.006968,-0.000675,-0.005593,34.330109
509.773,-0.006467,-0.002913,-0.001479,34.566741
509.903,-0.006388,-0.002089,-0.002876,33.434663
510.023,-0.007725,-0.001918,-0.000742,32.176003
510.154,-0.006761,-0.003413,0.004954,33.298689
510.284,-0.007794,-0.004232,0.007754,32.930628
510.414,-0.008665,-0.003462,0.013291,32.98025
510.544,-0.008122,-0.00558,0.014164,33.670971
510.664,-0.009176,-0.007764,0.013994,32.82408
510.794,-0.008573,-0.005718,0.013744,31.844996
510.905,-0.009068,-0.00663,0.012994,34.02862
511.055,-0.009303,-0.008304,0.014925,35.51429
511.185,-0.009601,-0.004737,0.016593,34.791061
511.295,-0.009865,-0.005756,0.015813,33.678901
511.435,-0.010381,-0.004976,0.016272,32.992563
511.566,-0.009507,-0.003147,0.0124,32.8475
511.686,-0.009115,-0.001323,0.010896,33.73316
511.826,-0.009978,-0.001926,0.015193,35.754864
511.956,-0.009337,-0.000701,0.016503,33.428773
512.066,-0.010421,-0.001889,0.019923,35.276475
512.207,-0.010877,-0.002243,0.016224,34.739769
512.337,-0.010554,-0.00225,0.017872,34.226297
512.527,-0.011665,-0.002525,0.015416,32.879198
512.657,-0.012079,-0.00176,0.007719,34.319582
512.787,-0.011306,0.000571,0.002998,35.344323
512.898,-0.012722,0.000217,0.000475,34.043576
513.038,-0.01255,0.001671,-0.005646,36.502511
513.168,-0.01283,0.000412,-0.004236,34.306365
513.278,-0.014271,0.001208,0.00656,35.486673
513.428,-0.01379,0.001084,0.028508,36.417318
513.548,-0.014431,0.001474,0.057326,36.229659
513.669,-0.014372,0.001976,0.101147,35.163295
513.809,-0.01284,0.003742,0.140528,36.162692
513.939,-0.011761,0.004483,0.181052,34.700883
514.059,-0.009361,0.00329,0.2259,34.716001
514.199,-0.007852,0.00414,0.273932,36.046753
514.33,-0.006415,0.003187,0.32817,32.792614
514.44,-0.004002,0.001555,0.376792,33.396658
514.58,0.000263,0.00048,0.431182,33.606485
514.71,0.005362,0.000906,0.496397,36.086706
514.83,0.011329,-0.001605,0.557067,35.350166
514.971,0.017107,-0.003547,0.617672,35.398443
515.091,0.024116,-0.005005,0.668714,34.262841
515.251,0.030032,-0.009273,0.740011,34.966314
515.381,0.035595,-0.008305,0.7969,33.501722
515.511,0.039312,-0.006909,0.859427,34.100016
515.641,0.045802,-0.007351,0.915198,34.138809
515.772,0.05199,-0.007083,0.963673,34.964204
515.892,0.057332,-0.007988,1.014284,32.727062
516.022,0.063263,-0.007449,1.064596,34.116665
516.152,0.067708,-0.004661,1.10566,33.168095
516.282,0.073113,-0.003637,1.139032,32.738007
516.413,0.078198,-0.001853,1.167097,33.605534
516.533,0.08433,-0.000339,1.192811,34.0468
516.663,0.09102,-0.000627,1.218838,33.278794
516.793,0.095088,0.000769,1.241592,33.339129
516.923,0.098528,0.001771,1.258292,32.062428
517.033,0.102633,0.003813,1.275769,34.816219
517.174,0.106188,0.003099,1.290371,35.041582
517.304,0.110126,0.004386,1.301097,34.02382
517.414,0.11454,0.006177,1.315097,33.712013
517.564,0.114216,0.002732,1.32092,35.066532
517.684,0.116186,0.000585,1.320963,33.035414
517.845,0.118324,0.001841,1.320913,34.228036
517.975,0.11555,-0.002213,1.320986,33.215306
518.105,0.112727,-0.000738,1.319512,32.142079
518.235,0.111514,-0.000408,1.315934,33.625128
518.365,0.10768,-0.001727,1.31047,32.886363
518.486,0.107126,-0.003142,1.306176,35.817958
518.616,0.106324,-0.002196,1.304686,31.263676
518.746,0.104737,-0.001482,1.305142,33.29382
518.876,0.105461,-0.004665,1.30721,33.842236
519.006,0.105339,-0.006531,1.30918,32.274273
519.126,0.102098,-0.008861,1.310139,33.983636
519.257,0.101699,-0.013966,1.311652,31.199654
519.387,0.098546,-0.013622,1.312245,32.33259
519.517,0.096869,-0.013937,1.310361,33.647342
519.627,0.09562,-0.018523,1.310539,33.825495
519.767,0.095346,-0.019783,1.31692,34.475891
519.898,0.095796,-0.021854,1.323888,32.585431
520.008,0.095954,-0.020572,1.333208,33.785078
520.158,0.095861,-0.019479,1.337077,36.516609
520.278,0.09572,-0.017381,1.34435,34.941086
520.438,0.097314,-0.016786,1.352011,35.538313
520.569,0.097179,-0.015545,1.362209,34.067228
520.699,0.097427,-0.011018,1.369213,34.722819
520.829,0.097411,-0.008254,1.370713,36.213706
520.949,0.097102,-0.007792,1.367922,35.148896
521.079,0.096224,-0.004684,1.363,35.477491
521.209,0.094839,-0.006436,1.364723,36.285124
521.34,0.092485,-0.005101,1.366106,34.720198
521.47,0.092295,-0.003873,1.368985,35.573234
521.59,0.091244,-0.004065,1.371225,36.123227
521.72,0.090894,-0.002702,1.367116,31.797437
521.85,0.090117,-0.002841,1.370414,35.160397
521.981,0.088922,-0.002862,1.372612,32.620514
522.111,0.088046,-0.005153,1.375088,34.457271
522.231,0.086329,-0.004273,1.373216,34.429283
522.361,0.085022,-0.007333,1.376448,35.327999
522.491,0.085057,-0.009453,1.377296,35.18544
522.601,0.083323,-0.005048,1.383452,34.852903
522.752,0.082817,-0.006227,1.390816,35.309193
522.872,0.081821,-0.010489,1.393444,34.467497
522.992,0.081678,-0.01314,1.397899,34.568248
523.132,0.082583,-0.008539,1.403794,35.093129
523.262,0.081983,-0.014087,1.408204,34.653023
523.383,0.080517,-0.013928,1.41725,35.839546
523.523,0.079912,-0.01322,1.418908,33.547889
523.643,0.079895,-0.014647,1.423476,32.942848
523.823,0.07946,-0.012565,1.433719,33.872427
523.953,0.079849,-0.01435,1.437833,36.252221
524.084,0.07924,-0.014497,1.444646,33.856195
524.204,0.079129,-0.017026,1.451919,33.467683
524.334,0.07869,-0.015041,1.457147,34.48301
524.464,0.07739,-0.018193,1.469274,36.438442
524.594,0.07731,-0.018567,1.474919,31.85434
524.725,0.077754,-0.015952,1.483628,34.510487
524.845,0.07702,-0.017787,1.487779,34.654994
524.975,0.077413,-0.015884,1.495101,36.110334
525.085,0.076464,-0.014643,1.502623,32.724882
525.235,0.077889,-0.012755,1.506301,34.875186
525.365,0.076774,-0.013392,1.518119,33.716883
525.476,0.076454,-0.011814,1.520017,34.776638
525.616,0.076798,-0.011314,1.526745,34.012203
525.746,0.075682,-0.015181,1.534187,35.171202
525.866,0.074782,-0.012961,1.536717,33.91122
526.006,0.074416,-0.016206,1.541537,34.818608
526.127,0.073836,-0.017973,1.542221,34.700535
526.327,0.072818,-0.019538,1.549925,37.037223
526.447,0.074081,-0.01772,1.556822,36.169834
526.577,0.072567,-0.014392,1.561771,35.597326
526.707,0.074107,-0.010895,1.570758,34.528527
526.838,0.072364,-0.007457,1.572205,35.669881
526.968,0.072605,-0.00867,1.575821,34.728639
527.078,0.072591,-0.008999,1.576301,35.367789
527.218,0.071598,-0.007968,1.576786,35.018765
527.348,0.071386,-0.006106,1.579717,36.367511
527.458,0.070601,-0.005867,1.583279,36.697173
527.599,0.068941,-0.005742,1.586943,34.514986
527.729,0.068177,-0.006459,1.5882,35.194877
527.849,0.069452,-0.003312,1.594147,34.797994
527.989,0.067968,0.00089,1.600339,36.570984
528.119,0.068604,0.004903,1.605495,35.087541
528.24,0.067811,0.003554,1.603119,36.25236
528.38,0.065957,0.004376,1.597134,36.565512
528.5,0.06627,0.005199,1.587607,36.586219
528.62,0.063182,0.001241,1.57802,36.025838
528.76,0.0596,-0.00061,1.569669,36.287698
528.891,0.059586,-0.007105,1.564317,35.285287
529.051,0.057896,-0.013467,1.551401,36.739885
529.181,0.057172,-0.016327,1.548756,35.292915
529.301,0.055991,-0.019457,1.542589,35.433434
529.431,0.053253,-0.025831,1.535387,35.801634
529.561,0.052774,-0.029617,1.531892,36.092851
529.692,0.052341,-0.033169,1.533682,37.884832
529.822,0.052106,-0.039009,1.540056,37.31499
529.942,0.051534,-0.040513,1.537322,37.019925
530.072,0.051478,-0.036627,1.539528,34.885597
530.202,0.052093,-0.038455,1.543914,35.72414
530.333,0.053482,-0.02963,1.549207,34.378757
530.463,0.055904,-0.023466,1.55549,34.813019
530.583,0.057286,-0.017778,1.558521,33.91595
530.713,0.057184,-0.010889,1.565505,34.455115
530.843,0.058423,-0.004884,1.568383,34.259664
530.974,0.058377,-0.001021,1.579093,36.090439
531.104,0.059138,0.004535,1.587972,35.046776
531.214,0.060925,0.012117,1.592915,35.426918
531.354,0.060854,0.014777,1.599456,35.182402
531.484,0.061935,0.016198,1.605367,33.579216
531.604,0.061744,0.014963,1.624444,35.077407
531.745,0.062525,0.006845,1.649404,36.354224
531.875,0.063602,0.006023,1.670189,35.30917
531.985,0.061927,0.003524,1.672724,36.907185
532.125,0.062089,-0.001361,1.672107,37.49298
532.255,0.062704,-0.00475,1.671394,36.170947
532.426,0.061586,-0.006762,1.662349,35.909388
532.556,0.058986,-0.017194,1.663648,34.598555
532.686,0.05916,-0.017477,1.651408,34.793959
532.816,0.057144,-0.017379,1.648129,36.562683
532.936,0.055208,-0.022457,1.634028,35.816544
533.067,0.053945,-0.01903,1.631443,37.050788
533.197,0.054915,-0.021985,1.625708,35.633499
533.307,0.053424,-0.015881,1.621832,35.245473
533.457,0.055755,-0.016731,1.622799,34.555936
533.577,0.052964,-0.01073,1.618162,37.05633
533.697,0.055632,-0.009638,1.62652,35.192002
533.838,0.054258,-0.004887,1.630289,35.771536
533.968,0.05662,-0.005008,1.637085,35.440228
534.078,0.05518,-0.003224,1.646531,36.340288
534.228,0.054607,-0.003592,1.643305,35.334909
534.348,0.054521,-0.005506,1.650367,36.450477
534.529,0.05338,-0.006137,1.646476,34.592039
534.649,0.053719,-0.00722,1.645317,36.005224
534.779,0.053726,-0.006085,1.649967,35.456645
534.909,0.053127,-0.008149,1.65006,35.746656
535.019,0.05201,-0.00786,1.6561,35.871685
535.16,0.051727,-0.010847,1.66028,36.581697
535.29,0.053464,-0.010814,1.665083,39.197149
535.41,0.055444,-0.014305,1.670186,36.028574
535.55,0.057313,-0.012803,1.670459,35.5212
535.68,0.057442,-0.014546,1.673228,35.562127
535.79,0.057196,-0.015831,1.675148,37.1242
535.931,0.054968,-0.016148,1.674707,35.598068
536.061,0.056854,-0.017789,1.676404,37.454164
536.231,0.059089,-0.013936,1.693728,36.461723
536.341,0.061675,-0.01484,1.701433,36.657985
536.481,0.06168,-0.013247,1.70434,35.305205
536.612,0.065996,-0.014572,1.715272,35.966871
536.822,0.070559,-0.008388,1.736943,35.625337
536.952,0.071109,-0.009228,1.747735,36.913956
537.082,0.07275,-0.007652,1.747383,37.334862
537.212,0.073718,-0.005273,1.75354,36.189451
537.333,0.072747,-0.001844,1.763359,36.667237
537.463,0.071997,-0.001929,1.773866,35.19126
537.593,0.071567,0.001103,1.779472,36.66515
537.723,0.07376,0.00426,1.773118,35.948019
537.853,0.07427,0.004783,1.779124,36.631899
537.974,0.074105,0.003235,1.78964,35.702738
538.104,0.073176,0.00165,1.792373,36.880658
538.324,0.071633,-0.001831,1.79137,35.518765
538.524,0.071693,-0.001189,1.790298,37.331848
538.655,0.070993,-0.003927,1.78965,35.602288
538.775,0.071153,-0.004389,1.791717,36.98556
538.905,0.071252,-0.004495,1.790011,35.552736
539.035,0.069699,-0.008116,1.793795,37.328462
539.165,0.068093,-0.010415,1.803942,37.181961
539.295,0.069732,-0.010875,1.802324,36.371893
539.426,0.066424,-0.01087,1.801143,36.387568
539.546,0.068024,-0.013972,1.802151,36.658078
539.676,0.066613,-0.013231,1.794759,36.62594
539.806,0.066306,-0.012771,1.791326,36.313413
539.936,0.066962,-0.014289,1.790948,37.08972
540.067,0.06637,-0.011839,1.78912,36.057744
540.187,0.065832,-0.014762,1.79684,36.424808
540.317,0.065129,-0.014792,1.798596,37.498986
540.447,0.064265,-0.014614,1.803578,37.942222
540.577,0.06648,-0.014624,1.806981,37.215398
540.697,0.067096,-0.010567,1.800856,37.622229
540.818,0.067166,-0.008821,1.810074,39.115667
540.958,0.066301,-0.007098,1.808672,38.341424
541.088,0.066906,-0.004102,1.806058,36.55262
541.198,0.065766,-0.001201,1.804917,37.527345
541.338,0.067551,0.002623,1.79879,36.291826
541.469,0.066312,-0.000159,1.801201,35.018835
541.629,0.066081,-0.00058,1.798999,35.436912
541.759,0.067226,-0.000397,1.793628,36.47596
541.889,0.066208,0.000211,1.79944,38.227108
542.009,0.066948,-0.004218,1.797474,37.690008
542.14,0.06592,-0.002763,1.804711,37.069292
542.27,0.065483,-0.004823,1.792824,36.730076
542.4,0.065857,-0.007695,1.790735,35.158727
542.53,0.063276,-0.005283,1.78549,36.320022
542.65,0.066403,-0.008368,1.789679,36.976957
542.78,0.064651,-0.006043,1.794945,35.730656
542.911,0.064779,-0.005164,1.788357,36.478882
543.041,0.065627,-0.008436,1.79263,35.994812
543.171,0.065629,-0.007994,1.785372,36.710969
543.291,0.065356,-0.008223,1.790013,35.755397
543.411,0.064996,-0.008128,1.787662,36.110288
543.552,0.066389,-0.008641,1.785889,36.448691
543.682,0.065708,-0.004566,1.787385,37.238517
543.792,0.068131,-0.005147,1.788063,37.20028
543.932,0.066438,-0.008367,1.795864,37.438048
544.062,0.065989,-0.005089,1.793848,36.075576
544.223,0.066901,-0.006614,1.787964,36.518348
544.353,0.066843,-0.005642,1.783546,36.707074
544.483,0.065767,-0.005188,1.785528,36.820092
544.613,0.068857,-0.004558,1.786099,37.495114
544.743,0.065744,-0.004191,1.792947,38.02229
544.874,0.06796,-0.00266,1.788445,35.546637
544.994,0.069197,-0.005185,1.790732,35.856079
545.224,0.068912,-0.006111,1.7894,37.483798
545.334,0.068068,-0.002312,1.78817,36.753705
545.484,0.069345,-0.003615,1.788365,35.733717
545.605,0.069944,-0.003861,1.793275,35.561987
545.725,0.067446,0.000869,1.794222,35.477792
545.865,0.071277,-0.001976,1.789905,36.525327
545.995,0.06896,-0.003258,1.786717,36.331801
546.155,0.068845,-0.002267,1.782894,35.267571
546.286,0.071683,-0.003944,1.783509,35.562103
546.406,0.07173,-0.003335,1.781891,37.170507
546.536,0.071278,-0.001104,1.786691,35.944286
546.666,0.072698,-0.005609,1.782259,36.308103
546.796,0.072002,-0.007762,1.771296,36.079494
546.916,0.072139,-0.007343,1.76832,36.322063
547.047,0.074303,-0.005813,1.764336,36.712361
547.177,0.072479,-0.012613,1.76587,36.511229
547.307,0.073833,-0.013618,1.770804,35.448228
547.437,0.074076,-0.012861,1.768068,35.80386
547.547,0.073165,-0.014928,1.76805,36.678298
547.688,0.074599,-0.014184,1.765967,36.137255
547.818,0.075878,-0.013205,1.761343,35.721288
547.948,0.074658,-0.009932,1.762807,36.2544
548.078,0.078035,-0.006847,1.760925,36.271142
548.198,0.077545,-0.006588,1.768338,37.366792
548.318,0.076904,-0.004414,1.767986,36.576874
548.459,0.079109,-0.003465,1.769468,35.810445
548.589,0.079323,-0.002351,1.76717,36.923857
548.729,0.078716,-0.000154,1.761131,36.410246
548.869,0.080836,0.001655,1.761615,36.157243
548.999,0.082481,0.005006,1.753871,36.231027
549.13,0.083082,0.005852,1.754586,37.897678
549.26,0.083486,0.005752,1.749591,36.197335
549.39,0.083286,0.005434,1.744334,34.134705
549.51,0.082486,0.003446,1.742157,35.365772
549.64,0.084404,0.000831,1.733032,34.53029
549.771,0.083661,0.0007,1.729104,35.446234
549.901,0.083979,-0.001582,1.721949,35.527275
550.031,0.085477,-0.002834,1.715661,36.631064
550.151,0.083737,-0.006238,1.718416,35.137557
550.281,0.085888,-0.008532,1.719691,36.438906
550.411,0.085162,-0.010009,1.722876,36.117151
550.542,0.083876,-0.013652,1.718996,35.78415
