Time GX GY GZ
s m/s^2 m/s^2 m/s^2
323.385 1.64 -0.13 17.27
323.515 1.65 -0.09 17.26
323.645 1.67 -0.10 17.28
323.776 1.70 -0.06 17.40
323.896 1.73 -0.05 17.49
324.026 1.76 -0.03 17.56
324.156 1.78 -0.01 17.62
324.286 1.81 -0.02 17.68
324.416 1.82 0.02 17.62
324.527 1.82 -0.02 17.54
324.667 1.82 -0.00 17.41
324.797 1.83 -0.03 17.30
324.927 1.83 -0.05 17.22
325.057 1.83 -0.10 17.15
325.178 1.82 -0.10 16.99
325.298 1.80 -0.11 16.77
325.438 1.81 -0.11 16.57
325.568 1.81 -0.06 16.53
325.728 1.84 -0.10 16.51
325.849 1.86 -0.12 16.54
325.979 1.85 -0.10 16.53
326.109 1.88 -0.13 16.64
326.239 1.87 -0.13 16.62
326.369 1.84 -0.14 16.30
326.499 1.76 -0.14 15.37
326.62 1.60 -0.11 14.67
326.75 1.44 -0.13 13.55
326.88 1.29 -0.12 12.37
327.01 1.11 -0.15 11.00
327.14 0.99 -0.16 9.92
327.261 0.84 -0.21 8.94
327.391 0.71 -0.22 7.94
327.501 0.63 -0.21 6.89
327.651 0.55 -0.21 5.88
327.771 0.48 -0.20 4.98
327.891 0.42 -0.18 4.37
328.032 0.38 -0.13 3.79
328.162 0.36 -0.13 3.28
328.282 0.32 -0.10 2.81
328.422 0.30 -0.07 2.51
328.542 0.28 -0.07 2.21
328.663 0.25 -0.03 2.04
328.803 0.25 -0.01 1.86
328.933 0.23 -0.02 1.68
329.123 0.19 0.01 1.54
329.253 0.18 0.03 1.52
329.384 0.16 0.04 1.51
329.514 0.14 0.04 1.52
329.634 0.12 0.07 1.52
329.764 0.11 0.08 1.54
329.894 0.09 0.07 1.53
330.025 0.07 0.07 1.50
330.145 0.07 0.06 1.47
330.275 0.05 0.05 1.38
330.405 0.05 0.06 1.28
330.535 0.05 0.04 1.17
330.645 0.03 0.04 1.04
330.786 0.03 0.08 0.88
330.916 0.03 0.10 0.76
331.126 0.03 0.10 0.54
331.256 0.03 0.11 0.47
331.366 0.02 0.07 0.42
331.507 0.02 0.07 0.40
331.637 0.01 0.05 0.39
331.747 0.01 0.05 0.33
331.897 0.02 0.04 0.30
332.017 0.02 0.03 0.27
332.138 0.01 0.03 0.25
332.278 0.01 0.03 0.27
332.408 -0.00 0.03 0.26
332.628 0.00 0.00 0.22
332.748 0.00 -0.01 0.23
332.879 -0.00 -0.02 0.22
333.009 0.00 -0.01 0.19
333.139 0.01 -0.02 0.15
333.259 0.01 -0.01 0.13
333.389 0.01 -0.01 0.09
333.52 0.00 -0.01 0.10
333.65 0.01 0.01 0.07
333.78 0.01 -0.01 0.06
333.9 0.01 -0.00 0.05
334.01 0.01 0.01 0.04
334.161 0.01 -0.00 0.05
334.291 0.01 0.01 0.04
334.411 0.01 0.00 0.06
334.541 0.01 0.01 0.06
334.671 0.02 0.01 0.04
334.791 0.02 -0.01 0.05
334.932 0.02 0.01 0.01
335.062 0.02 0.02 0.03
335.172 0.02 0.02 0.03
335.312 0.02 0.02 0.03
335.442 0.02 0.02 0.04
335.563 0.02 0.02 0.02
335.703 0.01 0.02 0.05
335.833 0.01 0.02 0.01
336.023 0.01 0.02 0.03
336.153 0.01 0.02 0.05
336.284 0.01 0.03 0.03
336.414 0.02 0.03 0.02
336.534 0.02 0.03 0.00
336.664 0.02 0.04 0.01
336.794 0.01 0.04 -0.00
336.924 0.02 0.03 0.04
337.045 0.01 0.05 0.02
337.175 0.01 0.04 0.04
337.305 0.02 0.03 0.06
337.435 0.01 0.03 0.08
337.565 0.01 0.02 0.10
337.696 0.01 0.02 0.10
337.816 0.01 0.01 0.11
337.926 0.01 0.02 0.13
338.076 0.01 0.01 0.15
338.206 0.01 0.01 0.17
338.316 0.01 0.01 0.17
338.457 0.01 0.01 0.17
338.587 0.01 0.01 0.15
338.707 0.01 0.01 0.14
338.847 0.01 0.01 0.13
338.977 0.01 0.00 0.09
339.128 0.02 0.00 0.07
339.258 0.01 -0.01 0.06
339.388 0.01 -0.01 0.06
339.518 0.01 -0.01 0.03
339.648 0.01 -0.01 -0.02
339.769 0.02 -0.02 -0.03
339.899 0.01 -0.02 -0.04
340.029 0.02 -0.02 -0.04
340.159 0.02 -0.02 -0.06
340.279 0.01 -0.02 -0.06
340.409 0.01 -0.03 -0.06
340.54 0.02 -0.02 -0.06
340.67 0.01 -0.03 -0.03
340.8 0.01 -0.03 -0.05
340.91 0.01 -0.03 -0.03
341.05 0.01 -0.03 -0.03
341.181 0.01 -0.03 -0.00
341.301 0.01 -0.03 0.01
341.441 0.01 -0.03 0.02
341.571 0.01 -0.03 0.04
341.681 0.01 -0.03 0.06
341.822 0.00 -0.02 0.07
341.952 0.00 -0.02 0.08
342.132 -0.00 -0.02 0.08
342.252 0.00 -0.02 0.07
342.382 -0.00 -0.02 0.06
342.513 0.01 -0.02 0.07
342.643 0.00 -0.01 0.07
342.773 0.00 -0.02 0.07
342.893 0.00 -0.02 0.05
343.003 0.01 -0.01 0.03
343.153 -0.00 -0.02 0.01
343.284 0.00 -0.02 -0.03
343.394 -0.00 -0.01 -0.03
343.534 -0.00 -0.01 -0.04
343.664 0.00 -0.01 -0.05
343.784 -0.01 -0.01 -0.05
343.925 -0.01 -0.01 -0.05
344.055 -0.01 -0.01 -0.05
344.165 -0.01 -0.01 -0.07
344.305 -0.01 -0.01 -0.06
344.435 -0.01 -0.01 -0.04
344.606 -0.02 -0.01 -0.03
344.756 -0.01 -0.01 -0.02
344.876 -0.02 -0.00 -0.02
344.996 -0.01 0.00 -0.02
345.136 -0.02 -0.00 -0.00
345.266 -0.02 -0.01 -0.01
345.427 -0.02 -0.00 -0.01
345.547 -0.02 -0.00 -0.01
345.687 -0.03 -0.00 -0.01
345.817 -0.02 -0.00 0.00
345.937 -0.03 -0.01 0.00
346.078 -0.03 -0.01 0.00
346.198 -0.03 -0.01 -0.02
346.428 -0.04 -0.01 -0.02
346.538 -0.03 -0.01 -0.03
346.679 -0.04 -0.01 -0.05
346.809 -0.03 -0.01 -0.08
346.929 -0.04 -0.01 -0.09
347.069 -0.04 -0.01 -0.09
347.199 -0.04 -0.01 -0.09
347.359 -0.04 -0.01 -0.15
347.48 -0.04 -0.01 -0.15
347.61 -0.04 -0.02 -0.15
347.74 -0.04 -0.02 -0.13
347.87 -0.05 -0.03 -0.12
347.99 -0.06 -0.03 -0.10
348.121 -0.05 -0.03 -0.08
348.251 -0.06 -0.04 -0.09
348.381 -0.06 -0.03 -0.06
348.511 -0.06 -0.03 -0.05
348.631 -0.07 -0.03 -0.02
348.751 -0.07 -0.03 -0.00
348.892 -0.07 -0.02 0.00
349.022 -0.07 -0.03 0.02
349.132 -0.07 -0.03 0.02
349.272 -0.08 -0.03 0.05
349.402 -0.08 -0.03 0.04
349.623 -0.08 -0.02 0.06
349.743 -0.08 -0.02 0.03
349.883 -0.09 -0.01 0.02
350.013 -0.09 -0.01 -0.01
350.224 -0.09 -0.00 -0.01
350.354 -0.09 0.01 0.00
350.484 -0.10 0.02 -0.02
350.614 -0.10 0.02 -0.06
350.734 -0.10 0.02 -0.10
350.865 -0.10 0.04 -0.11
350.995 -0.10 0.03 -0.11
351.125 -0.10 0.02 -0.10
351.245 -0.11 0.03 -0.10
351.375 -0.11 0.05 -0.09
351.505 -0.11 0.04 -0.06
351.636 -0.12 0.05 -0.02
351.766 -0.12 0.06 0.01
351.886 -0.12 0.05 -0.02
352.016 -0.13 0.05 -0.02
352.146 -0.13 0.06 0.04
352.277 -0.14 0.04 0.14
352.387 -0.14 0.05 0.25
352.527 -0.15 0.06 0.53
352.657 -0.15 0.05 1.02
352.777 -0.13 0.05 1.38
352.917 -0.10 0.03 1.81
353.048 -0.08 0.01 2.22
353.158 -0.05 0.00 2.68
353.298 0.01 -0.01 3.12
353.428 0.02 -0.00 3.58
353.548 -0.01 -0.01 4.22
353.689 0.04 -0.03 4.92
353.819 0.10 -0.02 5.49
353.929 0.17 -0.01 6.07
354.079 0.23 -0.03 6.63
354.199 0.26 -0.04 7.10
354.319 0.34 -0.02 7.55
354.46 0.41 -0.03 7.99
354.59 0.44 -0.05 8.52
354.75 0.50 -0.03 9.11
354.88 0.55 -0.06 9.54
355.0 0.59 -0.04 9.95
355.131 0.59 -0.04 10.38
355.261 0.63 -0.04 10.74
355.391 0.68 -0.06 11.05
355.511 0.73 -0.05 11.31
355.641 0.78 -0.04 11.55
355.772 0.84 -0.03 11.70
355.902 0.89 0.00 11.98
356.032 0.94 -0.01 12.20
356.142 0.98 -0.03 12.37
356.282 1.00 -0.03 12.55
356.413 1.02 -0.04 12.73
356.543 1.05 -0.04 12.89
356.673 1.07 -0.04 13.04
356.793 1.11 -0.04 13.15
356.913 1.13 -0.02 13.24
357.053 1.14 -0.03 13.36
357.184 1.14 -0.01 13.39
357.304 1.13 0.00 13.49
357.444 1.13 -0.02 13.59
357.564 1.11 -0.01 13.73
357.684 1.09 0.00 13.76
357.825 1.11 0.01 13.84
357.955 1.14 0.00 13.98
358.125 1.14 -0.02 14.15
358.255 1.14 -0.04 14.26
358.385 1.12 -0.07 14.36
358.516 1.11 -0.07 14.42
358.626 1.10 -0.10 14.56
358.766 1.09 -0.09 14.62
358.896 1.09 -0.11 14.69
359.006 1.11 -0.10 14.69
359.156 1.12 -0.11 14.69
359.277 1.13 -0.12 14.80
359.397 1.12 -0.14 14.84
359.537 1.10 -0.16 14.91
359.667 1.09 -0.16 14.91
359.777 1.08 -0.18 14.88
359.918 1.07 -0.18 14.82
360.048 1.04 -0.17 14.77
360.228 1.03 -0.18 14.67
360.348 1.02 -0.18 14.56
360.478 0.98 -0.17 14.45
360.609 0.94 -0.16 14.33
360.719 0.90 -0.11 14.19
360.859 0.89 -0.12 14.10
360.989 0.87 -0.09 14.01
361.099 0.85 -0.13 13.96
361.249 0.85 -0.12 13.92
361.38 0.83 -0.12 13.86
361.53 0.80 -0.11 13.82
361.66 0.80 -0.09 13.79
361.79 0.79 -0.11 13.84
361.92 0.78 -0.11 13.85
362.051 0.80 -0.13 13.94
362.171 0.80 -0.15 14.01
362.301 0.80 -0.17 14.11
362.431 0.79 -0.18 14.15
362.561 0.79 -0.19 14.20
362.692 0.77 -0.19 14.23
362.812 0.77 -0.18 14.24
362.922 0.76 -0.20 14.30
363.072 0.75 -0.18 14.32
363.202 0.75 -0.15 14.30
363.312 0.74 -0.12 14.27
363.453 0.73 -0.09 14.14
363.583 0.72 -0.07 14.12
363.743 0.69 -0.03 14.00
363.873 0.68 -0.01 13.94
363.993 0.66 0.04 13.91
364.124 0.65 0.05 13.84
364.254 0.65 0.06 13.89
364.384 0.66 0.10 13.82
364.514 0.64 0.04 13.98
364.634 0.66 0.03 14.11
364.765 0.65 0.07 14.22
364.895 0.65 -0.05 14.46
365.025 0.66 -0.02 14.47
365.155 0.65 -0.10 14.70
365.275 0.65 -0.09 14.69
365.405 0.66 -0.14 14.82
365.516 0.63 -0.18 14.79
365.666 0.64 -0.26 14.80
365.796 0.61 -0.27 14.79
365.906 0.58 -0.27 14.61
366.046 0.59 -0.28 14.50
366.177 0.55 -0.28 14.32
366.297 0.54 -0.28 14.15
366.437 0.52 -0.27 14.09
366.557 0.51 -0.24 13.97
366.727 0.51 -0.24 13.90
366.858 0.49 -0.24 13.87
366.988 0.48 -0.22 13.80
367.118 0.50 -0.26 13.92
367.228 0.50 -0.23 13.95
367.378 0.48 -0.17 13.94
367.498 0.49 -0.15 13.99
367.619 0.48 -0.09 13.96
367.759 0.49 -0.04 14.02
367.889 0.49 -0.01 14.03
368.049 0.49 0.05 13.99
368.169 0.49 0.08 14.05
368.3 0.49 0.07 14.02
368.43 0.48 0.08 14.14
368.56 0.50 0.09 14.20
368.69 0.51 0.08 14.31
368.81 0.52 0.06 14.39
368.941 0.55 0.05 14.43
369.071 0.56 0.02 14.52
369.201 0.56 0.00 14.49
369.331 0.58 -0.03 14.60
369.451 0.58 -0.07 14.59
369.581 0.58 -0.10 14.61
369.712 0.58 -0.11 14.60
369.822 0.56 -0.14 14.63
369.962 0.56 -0.14 14.68
370.092 0.56 -0.18 14.69
370.212 0.56 -0.18 14.75
370.353 0.57 -0.18 14.82
370.483 0.57 -0.19 14.86
370.633 0.57 -0.17 14.95
370.763 0.56 -0.19 15.02
370.893 0.56 -0.17 15.07
371.024 0.58 -0.15 15.17
371.154 0.57 -0.16 15.27
371.274 0.58 -0.13 15.31
371.404 0.59 -0.15 15.43
371.534 0.59 -0.14 15.45
371.644 0.59 -0.14 15.53
371.785 0.60 -0.09 15.54
371.915 0.58 -0.10 15.59
372.045 0.59 -0.10 15.60
372.175 0.57 -0.08 15.66
372.305 0.58 -0.09 15.61
372.416 0.57 -0.05 15.60
372.556 0.58 -0.11 15.65
372.686 0.58 -0.12 15.66
372.846 0.56 -0.11 15.62
372.976 0.55 -0.09 15.54
373.107 0.54 -0.09 15.45
373.237 0.53 -0.07 15.38
373.357 0.52 -0.07 15.29
373.487 0.54 -0.09 15.29
373.617 0.55 -0.04 15.25
373.737 0.59 -0.07 15.28
373.868 0.60 -0.05 15.31
373.998 0.61 -0.06 15.39
374.128 0.60 -0.04 15.43
374.258 0.61 -0.05 15.51
374.378 0.61 -0.07 15.55
374.509 0.61 -0.06 15.64
374.619 0.62 -0.08 15.67
374.769 0.61 -0.09 15.78
374.899 0.61 -0.06 15.80
375.009 0.62 -0.08 15.88
375.149 0.60 -0.10 15.94
375.28 0.61 -0.10 15.98
375.44 0.61 -0.10 16.07
375.57 0.59 -0.09 15.99
375.7 0.60 -0.09 15.92
375.82 0.58 -0.09 15.61
375.951 0.56 -0.06 15.50
376.081 0.55 -0.05 15.02
376.211 0.52 -0.03 14.68
376.331 0.50 -0.04 14.22
376.461 0.49 -0.02 13.94
376.592 0.46 -0.05 13.56
376.722 0.46 -0.05 13.32
376.832 0.45 -0.06 13.19
376.972 0.44 -0.08 13.04
377.102 0.44 -0.11 12.99
377.232 0.44 -0.09 12.81
377.363 0.43 -0.09 12.73
377.493 0.42 -0.10 12.59
377.603 0.41 -0.09 12.61
377.743 0.41 -0.09 12.68
377.873 0.41 -0.08 12.69
378.034 0.40 -0.05 12.77
378.154 0.41 -0.05 12.75
378.284 0.42 -0.03 12.78
378.414 0.40 -0.02 12.78
378.544 0.40 -0.02 12.85
378.675 0.41 -0.03 12.96
378.795 0.40 -0.02 13.01
378.925 0.42 -0.03 13.19
379.035 0.42 -0.04 13.23
379.185 0.45 -0.05 13.54
379.305 0.47 -0.08 13.96
379.426 0.50 -0.11 14.39
379.566 0.53 -0.14 14.87
379.696 0.54 -0.14 15.28
379.856 0.58 -0.16 15.77
379.976 0.59 -0.17 16.07
380.107 0.59 -0.16 16.26
380.237 0.60 -0.16 16.43
380.367 0.59 -0.13 16.50
380.497 0.60 -0.11 16.72
380.627 0.62 -0.07 16.72
380.747 0.62 -0.03 16.86
380.878 0.62 0.01 16.90
381.008 0.64 0.06 16.96
381.138 0.62 0.06 17.11
381.258 0.64 0.12 17.11
381.388 0.63 0.10 17.21
381.519 0.63 0.10 17.20
381.629 0.63 0.07 17.28
381.769 0.63 0.04 17.37
381.899 0.63 0.01 17.30
382.119 0.62 -0.06 17.32
382.24 0.61 -0.07 17.34
382.38 0.60 -0.13 17.30
382.51 0.60 -0.09 17.22
382.72 0.60 -0.15 17.23
382.921 0.59 -0.12 17.22
383.051 0.59 -0.10 17.26
383.181 0.60 -0.10 17.30
383.311 0.59 -0.09 17.34
383.431 0.59 -0.10 17.35
383.562 0.59 -0.08 17.34
383.692 0.61 -0.03 17.36
383.822 0.61 -0.00 17.27
383.952 0.60 -0.02 17.31
384.072 0.59 0.02 17.20
384.202 0.59 0.00 17.25
384.333 0.61 0.00 17.21
384.443 0.60 0.02 17.22
384.593 0.61 0.01 17.28
384.713 0.60 0.00 17.24
384.833 0.61 -0.01 17.30
384.974 0.61 -0.01 17.36
385.104 0.62 -0.01 17.31
385.324 0.61 -0.07 17.34
385.434 0.61 -0.06 17.36
385.584 0.62 -0.06 17.34
385.705 0.60 -0.09 17.36
385.825 0.60 -0.08 17.33
385.965 0.61 -0.08 17.37
386.095 0.60 -0.11 17.37
386.255 0.60 -0.11 17.33
386.386 0.61 -0.08 17.34
386.506 0.61 -0.07 17.27
386.636 0.63 -0.06 17.32
386.766 0.63 -0.06 17.31
386.896 0.62 -0.02 17.32
387.027 0.63 -0.03 17.34
387.147 0.64 0.00 17.30
387.277 0.65 0.00 17.40
387.407 0.67 0.00 17.40
387.537 0.67 0.04 17.40
387.667 0.67 0.02 17.43
387.788 0.69 0.02 17.36
387.918 0.69 0.04 17.39
388.048 0.69 -0.02 17.40
388.178 0.67 -0.02 17.32
388.298 0.68 -0.06 17.32
388.419 0.68 -0.06 17.34
388.559 0.68 -0.07 17.37
388.689 0.69 -0.09 17.39
388.849 0.69 -0.10 17.37
388.969 0.71 -0.10 17.39
389.1 0.71 -0.07 17.37
389.23 0.71 -0.06 17.44
389.36 0.72 -0.06 17.35
389.49 0.71 -0.06 17.37
389.61 0.72 -0.07 17.29
389.74 0.73 -0.06 17.29
389.871 0.72 -0.03 17.20
390.001 0.74 -0.05 17.18
390.131 0.74 -0.01 17.14
390.241 0.75 -0.04 17.11
390.381 0.75 -0.04 17.17
390.512 0.75 -0.03 17.06
390.622 0.77 -0.03 17.07
390.772 0.76 -0.02 17.04
390.892 0.75 -0.05 17.08
391.012 0.78 -0.03 17.11
391.152 0.78 -0.03 17.09
391.283 0.79 -0.04 17.08
391.393 0.81 -0.02 17.12
391.543 0.81 -0.05 17.08
391.663 0.80 -0.05 17.14
391.823 0.80 -0.08 17.05
391.954 0.82 -0.02 17.04
392.084 0.81 -0.07 17.11
392.214 0.83 -0.04 17.03
392.334 0.83 -0.04 17.12
392.464 0.85 -0.02 16.98
392.595 0.87 -0.02 17.26
392.725 0.86 -0.02 17.35
392.855 0.88 -0.03 17.46
392.985 0.87 -0.03 17.44
393.105 0.90 -0.02 17.37
393.235 0.90 -0.04 17.32
393.366 0.89 -0.05 17.41
393.496 0.92 -0.02 17.43
393.626 0.90 0.00 17.32
393.746 0.90 -0.01 17.27
393.876 0.95 -0.02 17.28
393.987 0.92 -0.04 17.36
394.137 0.94 -0.08 17.37
394.267 0.95 -0.04 17.32
394.377 0.95 -0.09 17.27
394.517 0.95 -0.11 17.28
394.647 0.95 -0.14 17.32
394.768 0.94 -0.13 17.31
394.908 0.96 -0.11 17.29
395.038 0.97 -0.10 17.16
395.148 0.96 -0.08 17.19
395.288 0.98 -0.06 17.13
395.419 0.99 -0.00 17.15
395.539 1.00 -0.01 17.17
395.679 1.01 0.01 17.18
395.809 1.01 0.06 17.23
395.919 1.04 0.07 17.32
396.06 1.05 0.08 17.31
396.19 1.06 0.10 17.37
396.31 1.08 0.10 17.44
396.45 1.07 0.07 17.48
396.58 1.07 0.04 17.48
396.74 1.09 -0.01 17.44
396.861 1.09 -0.06 17.49
396.991 1.09 -0.08 17.47
397.121 1.09 -0.13 17.42
397.251 1.09 -0.14 17.28
397.381 1.08 -0.19 17.23
397.502 1.09 -0.22 17.32
397.632 1.10 -0.18 17.35
397.762 1.10 -0.19 17.40
397.892 1.12 -0.20 17.44
398.012 1.13 -0.18 17.43
398.132 1.15 -0.15 17.42
398.273 1.14 -0.20 17.48
398.403 1.16 -0.16 17.49
398.513 1.18 -0.11 17.51
398.653 1.18 -0.07 17.49
398.783 1.18 -0.03 17.38
398.944 1.19 0.06 17.27
399.074 1.22 0.10 17.32
399.204 1.22 0.19 17.35
399.324 1.23 0.20 17.40
399.454 1.27 0.24 17.51
399.585 1.26 0.23 17.47
399.715 1.26 0.18 17.35
399.845 1.26 0.15 17.28
399.965 1.25 0.05 17.29
400.095 1.26 0.06 17.31
400.226 1.26 -0.00 17.33
400.356 1.26 -0.07 17.26
400.486 1.26 -0.08 17.21
400.606 1.27 -0.12 17.26
400.736 1.27 -0.13 17.09
400.866 1.29 -0.20 17.18
400.997 1.28 -0.19 17.08
401.107 1.29 -0.26 17.12
401.247 1.30 -0.29 17.14
401.377 1.30 -0.32 17.12
401.497 1.32 -0.35 17.18
401.638 1.33 -0.35 17.13
401.768 1.35 -0.31 17.16
401.878 1.36 -0.27 17.12
402.028 1.38 -0.23 17.15
402.148 1.39 -0.17 17.11
402.268 1.41 -0.11 17.04
402.409 1.43 -0.09 17.08
402.539 1.46 -0.03 17.14
402.649 1.48 0.07 17.22
402.799 1.51 0.05 17.30
402.919 1.53 0.11 17.33
403.04 1.54 0.14 17.31
403.18 1.55 0.14 17.25
403.31 1.56 0.09 17.28
403.43 1.58 0.04 17.30
403.57 1.58 0.03 17.37
403.701 1.61 -0.03 17.39
403.811 1.60 -0.07 17.28
403.951 1.59 -0.12 17.12
404.081 1.60 -0.12 16.98
404.201 1.60 -0.11 16.89
404.341 1.62 -0.15 16.98
404.472 1.64 -0.17 17.04
404.632 1.66 -0.19 17.10
404.752 1.68 -0.20 17.11
404.882 1.73 -0.23 17.26
405.012 1.76 -0.24 17.45
405.143 1.78 -0.24 17.58
405.273 1.80 -0.21 17.62
405.393 1.83 -0.18 17.53
405.523 1.86 -0.16 17.50
405.653 1.88 -0.10 17.44
405.783 1.88 -0.13 17.50
405.904 1.89 -0.08 17.41
406.024 1.91 -0.07 17.31
406.164 1.89 -0.07 17.08
406.294 1.89 -0.10 16.98
406.424 1.88 -0.12 16.84
406.545 1.87 -0.10 16.70
406.675 1.87 -0.10 16.65
406.795 1.84 -0.11 16.43
406.935 1.81 -0.09 16.24
407.065 1.74 -0.13 15.40
407.236 1.55 -0.09 14.33
407.356 1.42 -0.10 13.15
407.486 1.28 -0.07 11.97
407.616 1.13 -0.07 10.73
407.726 1.01 -0.03 9.52
407.877 0.85 -0.03 8.36
407.997 0.76 0.02 7.18
408.117 0.67 0.07 6.15
408.257 0.60 0.11 5.11
408.387 0.57 0.10 4.30
408.547 0.49 0.14 3.54
408.668 0.44 0.14 3.04
408.798 0.42 0.12 2.57
408.928 0.38 0.10 2.24
409.058 0.35 0.08 2.04
409.188 0.32 0.05 1.96
409.309 0.29 0.04 1.92
409.439 0.27 0.04 1.81
409.569 0.27 0.03 1.73
409.699 0.25 0.02 1.71
409.829 0.22 0.02 1.72
409.949 0.19 0.01 1.77
410.08 0.18 -0.01 1.73
410.21 0.17 -0.01 1.69
410.32 0.17 -0.03 1.65
410.47 0.14 -0.04 1.62
410.59 0.12 -0.05 1.63
410.711 0.11 -0.07 1.48
410.851 0.10 -0.06 1.29
410.981 0.09 -0.05 1.10
411.101 0.09 -0.07 0.95
411.241 0.07 -0.05 0.87
411.362 0.06 -0.04 0.74
411.482 0.07 -0.07 0.65
411.622 0.05 -0.05 0.57
411.752 0.05 -0.06 0.56
411.922 0.03 -0.04 0.56
412.053 0.03 -0.02 0.49
412.183 0.02 -0.01 0.46
412.313 0.04 0.01 0.44
412.433 0.01 -0.00 0.46
412.563 0.02 0.03 0.50
412.693 0.02 0.03 0.50
412.804 0.01 0.01 0.50
412.954 0.02 0.04 0.44
413.074 0.01 0.02 0.47
413.194 -0.00 0.03 0.44
413.334 0.01 0.02 0.47
413.465 0.00 0.01 0.39
413.575 0.01 0.02 0.35
413.725 0.01 0.02 0.33
413.845 0.01 0.02 0.32
413.965 0.01 0.02 0.34
414.105 0.00 0.04 0.30
414.236 0.00 0.03 0.27
414.426 0.01 0.04 0.20
414.556 0.01 0.03 0.15
414.676 0.01 0.05 0.15
414.786 0.01 0.02 0.10
414.937 0.01 0.03 0.08
415.067 0.01 0.03 0.04
415.177 0.01 0.01 0.01
415.317 0.02 0.03 -0.03
415.447 0.01 0.02 -0.04
415.628 0.02 0.03 -0.07
415.758 0.02 0.02 -0.06
415.878 0.02 0.03 -0.06
416.008 0.01 0.04 -0.04
416.138 0.01 0.03 -0.03
416.269 0.01 0.04 -0.05
416.399 0.01 0.05 -0.04
416.519 0.01 0.06 -0.04
416.649 0.02 0.05 -0.04
416.779 0.01 0.05 -0.04
416.909 0.01 0.04 -0.04
417.03 0.02 0.03 -0.03
417.16 0.01 0.02 -0.04
417.27 0.01 0.02 -0.02
417.42 0.01 0.01 0.01
417.55 0.01 -0.00 -0.01
417.661 0.01 0.01 0.00
417.801 0.01 -0.00 0.01
417.931 0.01 0.01 0.02
418.121 0.02 0.01 0.02
418.251 0.01 0.01 -0.01
418.382 0.01 0.03 0.01
418.512 0.01 -0.02 0.04
418.642 0.00 0.02 -0.04
418.762 0.02 0.02 -0.01
418.892 0.01 0.00 -0.02
419.023 0.02 0.02 0.06
419.153 0.01 -0.00 0.03
419.283 0.00 -0.02 0.03
419.403 0.01 0.00 0.01
419.533 0.01 0.03 -0.05
419.643 0.01 -0.03 0.03
419.794 0.01 0.00 0.02
419.924 0.00 -0.01 0.04
420.034 0.02 -0.03 0.04
420.174 0.00 -0.01 -0.02
420.304 0.01 -0.02 0.05
420.425 0.01 -0.03 0.05
420.565 0.00 -0.03 0.09
420.695 0.00 -0.01 0.05
420.805 0.01 -0.03 0.05
420.945 0.00 -0.02 0.05
421.075 0.01 -0.01 0.09
421.236 0.01 -0.04 0.13
421.366 0.00 -0.03 0.09
421.496 0.01 -0.01 0.09
421.616 0.00 -0.03 0.10
421.746 -0.00 -0.03 0.11
421.877 0.01 -0.03 0.14
422.007 -0.00 -0.05 0.11
422.137 -0.01 -0.06 0.11
422.257 0.00 -0.03 0.09
422.387 0.00 -0.04 0.11
422.518 0.00 -0.05 0.12
422.648 -0.00 -0.04 0.10
422.778 -0.00 -0.07 0.07
422.898 -0.00 -0.06 0.03
423.028 0.01 -0.04 0.04
423.158 -0.01 -0.04 0.03
423.289 0.00 -0.04 0.08
423.399 -0.01 -0.01 0.08
423.539 -0.01 -0.04 0.05
423.669 0.00 -0.03 0.02
423.789 -0.00 -0.02 -0.02
423.93 -0.00 -0.03 -0.05
424.06 0.00 -0.03 -0.01
424.17 -0.01 -0.01 -0.05
424.32 -0.00 -0.01 -0.06
424.44 -0.00 -0.02 -0.02
424.56 -0.01 -0.02 0.02
424.701 -0.01 -0.02 0.00
424.831 -0.01 -0.01 -0.01
425.031 -0.02 -0.00 0.02
425.151 -0.01 -0.01 0.03
425.282 -0.02 0.01 0.06
425.412 -0.02 -0.01 0.07
425.542 -0.01 0.00 0.04
425.662 -0.02 -0.02 0.06
425.792 -0.03 -0.00 0.01
425.922 -0.02 0.02 0.10
426.053 -0.03 -0.00 0.02
426.183 -0.02 -0.02 0.00
426.313 -0.02 0.01 0.02
426.433 -0.03 -0.05 0.06
426.563 -0.03 -0.06 0.08
426.694 -0.03 -0.00 0.05
426.824 -0.04 -0.00 0.02
426.954 -0.02 -0.03 -0.02
427.084 -0.04 0.00 -0.03
427.204 -0.04 -0.02 -0.01
427.334 -0.04 -0.01 0.03
427.465 -0.04 -0.01 -0.01
427.595 -0.04 -0.01 -0.06
427.705 -0.03 -0.01 -0.04
427.845 -0.05 -0.00 -0.02
427.975 -0.04 -0.02 0.01
428.086 -0.04 0.01 -0.01
428.236 -0.05 0.00 -0.01
428.356 -0.05 0.00 0.04
428.476 -0.05 0.00 0.07
428.616 -0.06 0.01 0.08
428.747 -0.05 0.00 0.09
429.027 -0.06 0.01 0.11
429.137 -0.06 0.00 0.13
429.287 -0.07 -0.01 0.14
429.407 -0.07 0.01 0.13
429.528 -0.07 0.01 0.12
429.668 -0.07 -0.00 0.14
429.798 -0.07 0.01 0.14
429.908 -0.07 0.01 0.14
430.048 -0.08 0.00 0.12
430.179 -0.08 0.01 0.09
430.339 -0.08 0.01 0.10
430.469 -0.08 0.01 0.08
430.599 -0.09 0.00 0.07
430.729 -0.09 0.01 0.04
430.85 -0.09 -0.01 0.01
430.98 -0.10 0.00 -0.01
