Time GX GY GZ
s m/s^2 m/s^2 m/s^2
431.11 -0.09 0.01 -0.01
431.24 -0.10 0.01 -0.02
431.36 -0.10 0.01 -0.01
431.49 -0.10 0.02 -0.02
431.621 -0.11 0.01 0.03
431.751 -0.11 0.02 0.06
431.881 -0.11 0.03 0.10
432.001 -0.12 0.01 0.16
432.121 -0.11 0.02 0.19
432.262 -0.12 0.02 0.27
432.392 -0.12 0.01 0.32
432.502 -0.12 0.01 0.39
432.642 -0.13 0.02 0.42
432.772 -0.13 0.01 0.43
432.892 -0.13 0.01 0.43
433.033 -0.14 0.02 0.42
433.153 -0.14 0.03 0.38
433.333 -0.14 0.02 0.29
433.463 -0.15 0.02 0.19
433.583 -0.15 0.01 0.17
433.714 -0.16 -0.01 0.27
433.844 -0.17 -0.01 0.47
433.974 -0.17 -0.03 0.66
434.094 -0.16 -0.03 1.08
434.214 -0.15 -0.03 1.45
434.355 -0.13 -0.02 1.97
434.485 -0.11 -0.03 2.37
434.605 -0.09 -0.03 2.93
434.745 -0.04 -0.04 3.47
434.865 -0.00 -0.03 4.04
435.036 0.06 -0.02 4.82
435.156 0.11 0.00 5.41
435.286 0.17 -0.01 6.06
435.416 0.23 -0.00 6.70
435.546 0.29 0.02 7.31
435.666 0.34 0.03 7.94
435.797 0.38 0.06 8.47
435.927 0.42 0.03 9.02
436.057 0.46 0.02 9.47
436.187 0.49 0.04 9.92
436.307 0.54 0.07 10.33
436.438 0.58 0.04 10.75
436.568 0.61 -0.01 11.07
436.698 0.67 -0.03 11.42
436.808 0.70 -0.06 11.69
436.948 0.73 -0.07 11.97
437.078 0.76 -0.09 12.14
437.199 0.80 -0.08 12.29
437.339 0.82 -0.08 12.41
437.459 0.84 -0.10 12.47
437.629 0.85 -0.08 12.55
437.749 0.87 -0.06 12.57
437.89 0.91 -0.08 12.60
438.02 0.92 -0.07 12.69
438.23 0.92 -0.05 12.83
438.35 0.92 -0.07 12.84
438.481 0.92 -0.04 12.87
438.611 0.91 -0.05 12.93
438.741 0.91 -0.07 13.04
438.851 0.92 -0.09 13.17
438.991 0.92 -0.12 13.28
439.121 0.91 -0.13 13.36
439.232 0.91 -0.15 13.45
439.382 0.91 -0.14 13.48
439.502 0.90 -0.12 13.57
439.622 0.90 -0.14 13.66
439.762 0.89 -0.14 13.72
439.893 0.89 -0.13 13.78
440.013 0.89 -0.10 13.81
440.153 0.90 -0.07 13.88
440.283 0.91 -0.06 13.97
440.393 0.91 -0.06 14.02
440.533 0.91 -0.03 14.08
440.664 0.91 -0.05 14.15
440.784 0.92 -0.03 14.21
440.924 0.92 -0.00 14.31
441.044 0.94 -0.02 14.37
441.224 0.92 -0.05 14.48
441.355 0.90 -0.08 14.50
441.485 0.90 -0.08 14.52
441.615 0.89 -0.10 14.54
441.735 0.88 -0.12 14.58
441.865 0.89 -0.11 14.58
441.996 0.88 -0.09 14.59
442.126 0.87 -0.12 14.63
442.246 0.86 -0.10 14.58
442.376 0.85 -0.09 14.59
442.486 0.84 -0.11 14.57
442.636 0.81 -0.11 14.55
442.767 0.81 -0.10 14.56
442.887 0.81 -0.07 14.60
443.017 0.80 -0.09 14.63
443.147 0.79 -0.08 14.67
443.267 0.80 -0.08 14.70
443.408 0.79 -0.13 14.74
443.538 0.78 -0.13 14.80
443.728 0.77 -0.20 14.89
443.848 0.77 -0.21 14.96
443.978 0.78 -0.21 15.03
444.109 0.77 -0.23 15.06
444.239 0.76 -0.23 15.11
444.369 0.76 -0.21 15.12
444.479 0.76 -0.20 15.17
444.619 0.75 -0.22 15.25
444.75 0.74 -0.18 15.28
444.86 0.73 -0.15 15.25
445.01 0.71 -0.15 15.26
445.13 0.71 -0.11 15.26
445.25 0.70 -0.09 15.28
445.39 0.67 -0.10 15.34
445.521 0.66 -0.05 15.36
445.631 0.65 -0.03 15.36
445.771 0.63 -0.03 15.34
445.901 0.63 0.00 15.39
446.122 0.60 0.05 15.46
446.322 0.61 0.11 15.57
446.452 0.62 0.10 15.65
446.582 0.63 0.03 15.72
446.712 0.60 0.03 15.82
446.833 0.60 -0.01 15.80
446.963 0.58 -0.05 15.80
447.093 0.56 -0.08 15.79
447.223 0.56 -0.10 15.77
447.353 0.53 -0.21 15.83
447.473 0.51 -0.22 15.74
447.604 0.53 -0.27 15.82
447.734 0.49 -0.37 15.87
447.864 0.49 -0.38 15.88
447.994 0.50 -0.33 15.87
448.114 0.46 -0.40 15.87
448.245 0.48 -0.39 15.86
448.375 0.45 -0.35 15.83
448.505 0.46 -0.37 15.95
448.635 0.44 -0.27 15.94
448.755 0.42 -0.20 15.97
448.885 0.41 -0.13 15.90
448.996 0.40 -0.05 15.92
449.146 0.41 0.00 15.99
449.276 0.41 0.02 15.90
449.386 0.40 0.09 16.05
449.526 0.41 0.08 16.05
449.657 0.40 0.08 16.18
449.777 0.39 0.04 16.22
449.917 0.40 0.06 16.32
450.047 0.39 -0.00 16.33
450.157 0.36 -0.05 16.33
450.298 0.36 -0.03 16.29
450.428 0.34 -0.06 16.30
450.628 0.34 -0.06 16.24
450.748 0.33 -0.11 16.16
450.878 0.31 -0.09 16.01
451.009 0.27 -0.09 15.92
451.139 0.28 -0.08 15.73
451.269 0.26 -0.12 15.67
451.389 0.25 -0.10 15.60
451.519 0.23 -0.07 15.50
451.649 0.23 -0.11 15.43
451.78 0.21 -0.09 15.32
451.91 0.20 -0.12 15.23
452.03 0.19 -0.12 15.23
452.14 0.19 -0.12 15.24
452.29 0.18 -0.15 15.19
452.421 0.18 -0.13 15.23
452.531 0.18 -0.14 15.27
452.681 0.17 -0.13 15.33
452.801 0.16 -0.14 15.32
452.921 0.16 -0.13 15.39
453.061 0.15 -0.09 15.43
453.192 0.17 -0.08 15.48
453.352 0.17 -0.04 15.61
453.472 0.16 -0.02 15.62
453.602 0.17 0.00 15.68
453.732 0.18 -0.02 15.73
453.863 0.16 -0.01 15.80
453.993 0.16 -0.02 15.88
454.113 0.16 -0.06 15.87
454.243 0.15 -0.07 15.92
454.373 0.15 -0.09 15.91
454.504 0.14 -0.11 15.86
454.624 0.14 -0.13 15.91
454.744 0.15 -0.12 15.86
454.884 0.15 -0.14 15.70
455.014 0.15 -0.16 15.42
455.144 0.15 -0.19 15.13
455.265 0.15 -0.17 14.84
455.395 0.17 -0.17 14.23
455.515 0.16 -0.13 13.62
455.655 0.16 -0.12 12.87
455.785 0.18 -0.10 12.28
455.896 0.20 -0.07 11.79
456.036 0.23 -0.04 11.49
456.166 0.25 -0.02 11.34
456.286 0.31 -0.00 11.29
456.426 0.33 -0.01 11.45
456.557 0.36 -0.03 11.54
456.667 0.38 -0.06 11.75
456.817 0.40 -0.07 12.00
456.937 0.43 -0.06 12.19
457.107 0.45 -0.08 12.54
457.258 0.45 -0.06 13.02
457.388 0.48 -0.07 13.63
457.498 0.51 -0.07 14.10
457.638 0.52 -0.02 14.62
457.768 0.57 -0.04 15.02
457.888 0.55 -0.02 15.45
458.029 0.57 -0.04 15.85
458.149 0.61 0.04 16.03
458.329 0.63 0.02 16.35
458.459 0.62 0.04 16.56
458.579 0.64 0.02 16.60
458.71 0.60 0.01 16.69
458.82 0.63 0.01 16.74
458.97 0.65 0.02 16.85
459.1 0.62 -0.04 17.08
459.22 0.64 -0.05 17.08
459.351 0.64 -0.06 17.13
459.481 0.62 -0.13 17.22
459.601 0.63 -0.14 17.12
459.741 0.60 -0.17 17.26
459.861 0.61 -0.21 17.26
459.981 0.61 -0.18 17.41
460.122 0.59 -0.19 17.46
460.252 0.62 -0.17 17.52
460.372 0.60 -0.14 17.63
460.512 0.61 -0.12 17.50
460.642 0.62 -0.10 17.63
460.753 0.61 -0.08 17.57
460.893 0.62 -0.04 17.63
461.023 0.61 0.00 17.61
461.223 0.62 0.04 17.55
461.353 0.63 0.06 17.64
461.524 0.62 0.05 17.61
461.654 0.62 0.06 17.52
461.784 0.62 0.07 17.55
461.914 0.62 0.01 17.52
462.024 0.60 0.02 17.53
462.165 0.60 -0.01 17.57
462.295 0.61 -0.03 17.48
462.405 0.60 -0.06 17.50
462.555 0.59 -0.09 17.50
462.675 0.59 -0.10 17.48
462.795 0.58 -0.09 17.42
462.936 0.58 -0.13 17.48
463.066 0.59 -0.14 17.47
463.236 0.58 -0.09 17.45
463.346 0.59 -0.11 17.46
463.486 0.60 -0.10 17.42
463.617 0.59 -0.10 17.52
463.737 0.60 -0.08 17.48
463.877 0.59 -0.06 17.53
464.007 0.60 -0.03 17.45
464.117 0.59 -0.01 17.46
464.258 0.59 -0.02 17.49
464.388 0.61 -0.01 17.48
464.508 0.61 0.00 17.52
464.648 0.60 -0.00 17.46
464.778 0.62 -0.00 17.50
464.888 0.60 -0.01 17.46
465.039 0.61 -0.03 17.43
465.159 0.61 -0.03 17.49
465.279 0.62 -0.02 17.41
465.419 0.61 -0.03 17.49
465.549 0.61 -0.04 17.46
465.73 0.62 -0.08 17.49
465.85 0.61 -0.07 17.48
465.98 0.61 -0.09 17.44
466.11 0.60 -0.09 17.47
466.24 0.62 -0.09 17.44
466.361 0.62 -0.08 17.44
466.491 0.62 -0.07 17.50
466.621 0.64 -0.06 17.46
466.751 0.62 -0.03 17.48
466.881 0.64 -0.03 17.46
467.012 0.63 -0.01 17.45
467.132 0.63 -0.02 17.49
467.262 0.65 -0.02 17.54
467.372 0.65 -0.00 17.49
467.522 0.64 0.00 17.55
467.642 0.66 -0.01 17.53
467.763 0.65 0.02 17.52
467.903 0.65 -0.01 17.48
468.033 0.65 -0.00 17.45
468.223 0.67 -0.04 17.47
468.353 0.66 -0.03 17.45
468.484 0.68 -0.05 17.46
468.604 0.68 -0.04 17.45
468.734 0.68 -0.04 17.49
468.864 0.69 -0.02 17.47
468.994 0.68 -0.02 17.43
469.125 0.70 -0.03 17.45
469.255 0.70 0.00 17.43
469.365 0.71 -0.01 17.46
469.505 0.72 -0.03 17.46
469.635 0.71 -0.03 17.45
469.745 0.71 -0.06 17.47
469.886 0.73 -0.03 17.36
470.016 0.73 -0.08 17.41
470.136 0.73 -0.09 17.37
470.276 0.73 -0.09 17.27
470.406 0.74 -0.11 17.27
470.517 0.75 -0.08 17.18
470.667 0.74 -0.11 17.27
470.787 0.76 -0.05 17.15
470.907 0.77 -0.07 17.18
471.047 0.77 -0.07 17.09
471.178 0.80 -0.04 17.11
471.338 0.79 -0.04 17.12
471.468 0.79 -0.00 17.14
471.588 0.81 0.00 17.11
471.718 0.82 0.05 17.11
471.848 0.82 -0.02 17.10
471.979 0.84 0.04 17.02
472.109 0.84 0.05 17.09
472.229 0.83 -0.00 17.08
472.359 0.85 0.03 17.06
472.489 0.84 -0.01 17.00
472.62 0.86 -0.01 17.05
472.75 0.87 -0.01 17.15
472.87 0.86 -0.03 17.17
473.0 0.88 -0.04 17.30
473.13 0.89 -0.03 17.17
473.261 0.89 -0.01 17.23
473.391 0.89 -0.01 17.29
473.501 0.90 -0.01 17.26
473.641 0.90 -0.04 17.26
473.771 0.91 -0.02 17.17
473.881 0.90 -0.05 17.19
474.032 0.91 -0.03 17.12
474.152 0.91 -0.04 17.17
474.332 0.93 -0.04 17.07
474.462 0.93 -0.04 17.06
474.582 0.95 -0.06 17.17
474.713 0.94 -0.05 17.16
474.843 0.94 -0.09 17.13
474.973 0.96 -0.10 17.05
475.103 0.95 -0.09 17.06
475.223 0.97 -0.12 17.10
475.354 0.97 -0.10 17.12
475.484 0.98 -0.10 17.08
475.594 0.98 -0.11 17.04
475.744 0.99 -0.08 17.02
475.864 1.00 -0.07 17.04
475.994 1.00 -0.07 17.13
476.125 1.02 -0.06 17.19
476.255 1.03 -0.10 17.25
476.365 1.03 -0.10 17.34
476.515 1.05 -0.07 17.29
476.635 1.04 -0.08 17.24
476.756 1.05 -0.10 17.20
476.896 1.07 -0.03 17.22
477.026 1.05 -0.07 17.22
477.136 1.06 -0.04 17.27
477.286 1.09 -0.02 17.24
477.406 1.10 0.02 17.21
477.627 1.10 0.04 17.35
477.757 1.15 0.06 17.35
477.877 1.11 0.14 17.33
478.007 1.19 0.07 17.48
478.138 1.13 0.07 17.25
478.268 1.18 0.10 17.54
478.398 1.18 0.16 17.46
478.518 1.18 0.06 17.42
478.648 1.19 0.09 17.45
478.778 1.20 0.02 17.28
478.909 1.20 -0.03 17.57
479.019 1.19 -0.07 17.44
479.159 1.20 -0.17 17.49
479.289 1.19 -0.17 17.39
479.399 1.20 -0.21 17.36
479.55 1.20 -0.25 17.40
479.67 1.19 -0.25 17.24
479.79 1.20 -0.26 17.23
479.93 1.21 -0.29 17.08
480.06 1.23 -0.32 17.16
480.17 1.21 -0.30 17.12
480.321 1.25 -0.31 17.20
480.441 1.27 -0.26 17.19
480.721 1.30 -0.14 17.16
480.841 1.31 -0.08 17.10
480.982 1.31 -0.00 17.14
481.112 1.35 0.02 17.20
481.242 1.36 0.01 17.19
481.362 1.37 0.10 17.22
481.492 1.40 0.07 17.28
481.613 1.41 0.09 17.32
481.753 1.43 0.10 17.35
481.883 1.43 0.11 17.29
481.993 1.43 0.12 17.24
482.133 1.44 0.11 17.20
482.263 1.46 0.09 17.19
482.424 1.45 0.03 17.23
482.554 1.47 0.01 17.14
482.684 1.47 -0.03 17.11
482.804 1.47 -0.08 17.01
482.934 1.48 -0.11 16.98
483.065 1.48 -0.16 17.00
483.195 1.49 -0.17 16.93
483.325 1.50 -0.19 16.97
483.445 1.53 -0.19 17.00
483.575 1.56 -0.23 17.16
483.706 1.59 -0.26 17.26
483.836 1.58 -0.29 17.26
483.966 1.61 -0.23 17.10
484.086 1.62 -0.24 17.11
484.206 1.66 -0.22 17.10
484.346 1.66 -0.20 17.20
484.477 1.71 -0.22 17.27
484.587 1.72 -0.15 17.27
484.737 1.75 -0.15 17.30
484.857 1.79 -0.14 17.42
484.977 1.81 -0.11 17.58
485.118 1.83 -0.07 17.65
485.248 1.86 -0.05 17.62
485.528 1.89 -0.04 17.40
485.638 1.89 -0.05 17.37
485.779 1.87 -0.03 17.17
485.909 1.90 -0.08 17.15
486.019 1.90 -0.04 16.99
486.169 1.91 -0.06 17.01
486.289 1.92 -0.01 17.01
486.46 1.94 0.01 17.01
486.58 1.97 0.01 17.14
486.71 1.94 0.00 17.06
486.84 1.89 -0.03 16.59
486.97 1.77 0.00 15.50
487.09 1.61 -0.02 14.58
487.221 1.46 -0.03 13.40
487.351 1.29 -0.02 12.19
487.481 1.14 -0.01 10.87
487.611 0.99 0.03 9.71
487.731 0.86 0.03 8.71
487.862 0.75 0.07 7.63
487.992 0.65 0.02 6.73
488.122 0.57 0.01 5.79
488.232 0.52 0.02 5.07
488.372 0.45 -0.02 4.45
488.502 0.41 -0.01 3.95
488.633 0.36 -0.04 3.53
488.763 0.35 -0.04 3.18
488.893 0.30 -0.04 2.88
489.003 0.28 -0.08 2.70
489.143 0.26 -0.06 2.58
489.274 0.23 -0.08 2.46
489.394 0.21 -0.10 2.40
489.534 0.19 -0.09 2.44
489.664 0.16 -0.10 2.48
489.774 0.14 -0.09 2.46
489.914 0.13 -0.10 2.45
490.045 0.11 -0.08 2.31
490.325 0.09 -0.04 2.33
490.435 0.07 -0.02 2.28
490.575 0.07 0.00 2.23
490.706 0.05 -0.00 2.11
490.926 0.04 0.01 1.97
491.126 0.03 0.04 1.77
491.256 0.02 0.04 1.54
491.377 0.02 0.07 1.22
491.507 0.03 0.07 1.01
491.637 0.02 0.05 0.82
491.767 0.02 0.06 0.74
491.887 0.02 0.06 0.63
492.017 0.00 0.03 0.54
492.148 0.01 0.00 0.49
492.278 0.00 -0.01 0.42
492.408 -0.00 0.00 0.44
492.538 0.00 -0.00 0.45
492.648 -0.01 -0.01 0.47
492.789 -0.00 -0.00 0.50
492.919 -0.00 -0.00 0.50
493.029 -0.00 -0.01 0.57
493.179 -0.00 0.01 0.62
493.299 -0.00 0.02 0.68
493.42 -0.01 0.03 0.70
493.56 0.01 0.03 0.70
493.69 0.01 0.02 0.70
493.85 0.00 0.03 0.68
493.97 0.01 0.03 0.63
494.1 0.00 0.03 0.58
494.231 0.00 0.03 0.53
494.361 0.01 0.04 0.48
494.491 0.00 0.05 0.44
494.611 0.01 0.03 0.42
494.741 0.01 0.05 0.35
494.872 0.01 0.04 0.31
495.002 0.01 0.04 0.25
495.132 0.01 0.06 0.24
495.252 0.01 0.03 0.23
495.382 0.01 0.04 0.26
495.513 0.01 0.04 0.24
495.623 0.01 0.05 0.20
495.763 0.01 0.05 0.18
495.893 -0.00 0.05 0.17
496.053 0.00 0.04 0.17
496.183 0.01 0.02 0.13
496.314 0.01 0.02 0.13
496.434 0.00 0.01 0.13
496.564 0.00 0.00 0.12
496.694 0.00 -0.00 0.13
496.824 0.00 0.02 0.10
496.955 0.01 -0.01 0.04
497.075 0.01 -0.01 -0.00
497.205 0.01 -0.01 -0.06
497.335 0.01 -0.02 -0.05
497.465 0.01 -0.01 -0.03
497.596 0.01 -0.01 -0.02
497.716 0.01 -0.03 -0.03
497.846 0.01 -0.03 -0.04
497.976 0.01 -0.02 -0.05
498.106 0.01 -0.04 -0.05
498.216 0.02 -0.04 -0.03
498.357 0.01 -0.03 -0.01
498.487 0.02 -0.05 0.02
498.647 0.01 -0.03 0.02
498.777 0.01 -0.04 0.05
498.907 0.01 -0.05 0.02
499.028 0.02 -0.04 0.02
499.158 0.01 -0.04 0.00
499.288 0.02 -0.05 0.01
499.418 0.01 -0.05 0.01
499.548 0.01 -0.05 0.04
499.668 0.02 -0.05 0.04
499.799 0.01 -0.04 0.03
499.929 0.02 -0.04 0.03
500.059 0.02 -0.04 0.03
500.189 0.01 -0.05 0.03
500.309 0.02 -0.05 0.03
500.43 0.01 -0.04 0.00
500.57 0.01 -0.04 -0.02
500.7 0.02 -0.04 -0.05
500.81 0.01 -0.04 -0.06
500.95 0.02 -0.03 -0.07
501.081 0.02 -0.03 -0.08
501.201 0.02 -0.03 -0.07
501.341 0.01 -0.03 -0.09
501.471 0.02 -0.02 -0.10
501.631 0.02 -0.01 -0.09
501.751 0.02 -0.00 -0.08
501.882 0.02 0.00 -0.08
502.012 0.02 -0.00 -0.11
502.142 0.02 0.00 -0.11
502.272 0.01 0.00 -0.09
502.402 0.02 0.00 -0.08
502.523 0.01 0.01 -0.07
502.653 0.02 0.01 -0.10
502.783 0.01 0.02 -0.09
502.913 0.02 0.02 -0.07
503.043 0.01 0.03 -0.02
503.164 0.01 0.03 0.02
503.294 0.01 0.02 -0.01
503.424 0.00 0.03 -0.01
503.554 0.01 0.03 -0.04
503.684 0.00 0.05 -0.06
503.804 0.01 0.04 -0.04
503.935 0.01 0.06 -0.07
504.065 0.01 0.06 -0.05
504.175 0.01 0.04 -0.05
504.325 0.01 0.05 -0.04
504.445 0.00 0.05 -0.04
504.566 0.01 0.04 -0.06
504.706 0.00 0.03 -0.03
504.836 -0.00 0.02 -0.01
504.946 -0.00 0.02 0.04
505.096 -0.01 0.01 0.06
505.226 -0.01 0.01 0.02
505.337 0.00 0.02 -0.04
505.477 -0.01 0.01 -0.10
505.607 -0.00 0.01 -0.10
505.727 -0.01 0.02 -0.09
505.867 -0.01 0.00 -0.08
505.998 -0.01 0.01 -0.09
506.108 -0.01 0.01 -0.09
506.248 -0.01 -0.00 -0.07
506.378 -0.02 0.01 -0.07
506.538 -0.02 -0.01 -0.09
506.669 -0.02 0.00 -0.11
506.789 -0.02 -0.01 -0.12
506.919 -0.03 -0.01 -0.08
507.049 -0.03 -0.02 -0.04
507.179 -0.03 -0.02 -0.00
507.309 -0.03 -0.02 0.01
507.43 -0.03 -0.02 -0.02
507.56 -0.03 -0.02 -0.01
507.69 -0.03 -0.02 0.00
507.82 -0.04 -0.03 0.01
507.93 -0.04 -0.03 -0.00
508.071 -0.04 -0.02 -0.03
508.201 -0.05 -0.04 0.02
508.311 -0.04 -0.04 0.05
508.461 -0.05 -0.03 0.04
508.581 -0.05 -0.04 0.00
508.742 -0.04 -0.02 -0.05
508.872 -0.05 -0.03 -0.06
509.002 -0.05 -0.03 -0.06
509.132 -0.05 -0.03 -0.05
509.262 -0.06 -0.03 -0.06
509.382 -0.06 -0.03 -0.07
509.513 -0.06 -0.01 -0.06
509.643 -0.07 -0.01 -0.05
509.773 -0.06 -0.03 -0.01
509.903 -0.06 -0.02 -0.03
510.023 -0.08 -0.02 -0.01
510.154 -0.07 -0.03 0.05
510.284 -0.08 -0.04 0.08
510.414 -0.09 -0.03 0.13
510.544 -0.08 -0.05 0.14
510.664 -0.09 -0.08 0.14
510.794 -0.08 -0.06 0.13
510.905 -0.09 -0.07 0.13
511.055 -0.09 -0.08 0.15
511.185 -0.09 -0.05 0.16
511.295 -0.10 -0.06 0.16
511.435 -0.10 -0.05 0.16
511.566 -0.09 -0.03 0.12
511.686 -0.09 -0.01 0.11
511.826 -0.10 -0.02 0.15
511.956 -0.09 -0.01 0.16
512.066 -0.10 -0.02 0.20
512.207 -0.11 -0.02 0.16
512.337 -0.10 -0.02 0.18
512.527 -0.11 -0.02 0.15
512.657 -0.12 -0.02 0.08
512.787 -0.11 0.01 0.03
512.898 -0.12 0.00 0.00
513.038 -0.12 0.02 -0.06
513.168 -0.13 0.00 -0.04
513.278 -0.14 0.01 0.06
513.428 -0.14 0.01 0.28
513.548 -0.14 0.01 0.56
513.669 -0.14 0.02 0.99
513.809 -0.13 0.04 1.38
513.939 -0.12 0.04 1.78
514.059 -0.09 0.03 2.22
514.199 -0.08 0.04 2.69
514.33 -0.06 0.03 3.22
514.44 -0.04 0.02 3.70
514.58 0.00 0.00 4.23
514.71 0.05 0.01 4.87
514.83 0.11 -0.02 5.46
514.971 0.17 -0.03 6.06
515.091 0.24 -0.05 6.56
515.251 0.29 -0.09 7.26
515.381 0.35 -0.08 7.82
515.511 0.39 -0.07 8.43
515.641 0.45 -0.07 8.98
515.772 0.51 -0.07 9.45
515.892 0.56 -0.08 9.95
516.022 0.62 -0.07 10.44
516.152 0.66 -0.05 10.85
516.282 0.72 -0.04 11.17
516.413 0.77 -0.02 11.45
516.533 0.83 -0.00 11.70
516.663 0.89 -0.01 11.96
516.793 0.93 0.01 12.18
516.923 0.97 0.02 12.34
517.033 1.01 0.04 12.52
517.174 1.04 0.03 12.66
517.304 1.08 0.04 12.76
517.414 1.12 0.06 12.90
517.564 1.12 0.03 12.96
517.684 1.14 0.01 12.96
517.845 1.16 0.02 12.96
517.975 1.13 -0.02 12.96
518.105 1.11 -0.01 12.94
518.235 1.09 -0.00 12.91
518.365 1.06 -0.02 12.86
518.486 1.05 -0.03 12.81
518.616 1.04 -0.02 12.80
518.746 1.03 -0.01 12.80
518.876 1.03 -0.05 12.82
519.006 1.03 -0.06 12.84
519.126 1.00 -0.09 12.85
519.257 1.00 -0.14 12.87
519.387 0.97 -0.13 12.87
519.517 0.95 -0.14 12.85
519.627 0.94 -0.18 12.86
519.767 0.94 -0.19 12.92
519.898 0.94 -0.21 12.99
520.008 0.94 -0.20 13.08
520.158 0.94 -0.19 13.12
520.278 0.94 -0.17 13.19
520.438 0.95 -0.16 13.26
520.569 0.95 -0.15 13.36
520.699 0.96 -0.11 13.43
520.829 0.96 -0.08 13.45
520.949 0.95 -0.08 13.42
521.079 0.94 -0.05 13.37
521.209 0.93 -0.06 13.39
521.34 0.91 -0.05 13.40
521.47 0.91 -0.04 13.43
521.59 0.90 -0.04 13.45
521.72 0.89 -0.03 13.41
521.85 0.88 -0.03 13.44
521.981 0.87 -0.03 13.47
522.111 0.86 -0.05 13.49
522.231 0.85 -0.04 13.47
522.361 0.83 -0.07 13.50
522.491 0.83 -0.09 13.51
522.601 0.82 -0.05 13.57
522.752 0.81 -0.06 13.64
522.872 0.80 -0.10 13.67
522.992 0.80 -0.13 13.71
523.132 0.81 -0.08 13.77
523.262 0.80 -0.14 13.81
523.383 0.79 -0.14 13.90
523.523 0.78 -0.13 13.92
523.643 0.78 -0.14 13.96
523.823 0.78 -0.12 14.06
523.953 0.78 -0.14 14.11
524.084 0.78 -0.14 14.17
524.204 0.78 -0.17 14.24
524.334 0.77 -0.15 14.29
524.464 0.76 -0.18 14.41
524.594 0.76 -0.18 14.47
524.725 0.76 -0.16 14.55
524.845 0.76 -0.17 14.60
524.975 0.76 -0.16 14.67
525.085 0.75 -0.14 14.74
525.235 0.76 -0.13 14.78
525.365 0.75 -0.13 14.89
525.476 0.75 -0.12 14.91
525.616 0.75 -0.11 14.98
525.746 0.74 -0.15 15.05
525.866 0.73 -0.13 15.08
526.006 0.73 -0.16 15.12
526.127 0.72 -0.18 15.13
526.327 0.71 -0.19 15.20
526.447 0.73 -0.17 15.27
526.577 0.71 -0.14 15.32
526.707 0.73 -0.11 15.41
526.838 0.71 -0.07 15.42
526.968 0.71 -0.09 15.46
527.078 0.71 -0.09 15.46
527.218 0.70 -0.08 15.47
527.348 0.70 -0.06 15.50
527.458 0.69 -0.06 15.53
527.599 0.68 -0.06 15.57
527.729 0.67 -0.06 15.58
527.849 0.68 -0.03 15.64
527.989 0.67 0.01 15.70
528.119 0.67 0.05 15.75
528.24 0.67 0.03 15.73
528.38 0.65 0.04 15.67
528.5 0.65 0.05 15.57
528.62 0.62 0.01 15.48
528.76 0.58 -0.01 15.40
528.891 0.58 -0.07 15.35
529.051 0.57 -0.13 15.22
529.181 0.56 -0.16 15.19
529.301 0.55 -0.19 15.13
529.431 0.52 -0.25 15.06
529.561 0.52 -0.29 15.03
529.692 0.51 -0.33 15.05
529.822 0.51 -0.38 15.11
529.942 0.51 -0.40 15.08
530.072 0.50 -0.36 15.10
530.202 0.51 -0.38 15.15
530.333 0.52 -0.29 15.20
530.463 0.55 -0.23 15.26
530.583 0.56 -0.17 15.29
530.713 0.56 -0.11 15.36
530.843 0.57 -0.05 15.39
530.974 0.57 -0.01 15.49
531.104 0.58 0.04 15.58
531.214 0.60 0.12 15.63
531.354 0.60 0.14 15.69
531.484 0.61 0.16 15.75
531.604 0.61 0.15 15.94
531.745 0.61 0.07 16.18
531.875 0.62 0.06 16.38
531.985 0.61 0.03 16.41
532.125 0.61 -0.01 16.40
532.255 0.62 -0.05 16.40
532.426 0.60 -0.07 16.31
532.556 0.58 -0.17 16.32
532.686 0.58 -0.17 16.20
532.816 0.56 -0.17 16.17
532.936 0.54 -0.22 16.03
533.067 0.53 -0.19 16.00
533.197 0.54 -0.22 15.95
533.307 0.52 -0.16 15.91
533.457 0.55 -0.16 15.92
533.577 0.52 -0.11 15.87
533.697 0.55 -0.09 15.96
533.838 0.53 -0.05 15.99
533.968 0.56 -0.05 16.06
534.078 0.54 -0.03 16.15
534.228 0.54 -0.04 16.12
534.348 0.53 -0.05 16.19
534.529 0.52 -0.06 16.15
534.649 0.53 -0.07 16.14
534.779 0.53 -0.06 16.19
534.909 0.52 -0.08 16.19
535.019 0.51 -0.08 16.25
535.16 0.51 -0.11 16.29
535.29 0.52 -0.11 16.33
535.41 0.54 -0.14 16.38
535.55 0.56 -0.13 16.39
535.68 0.56 -0.14 16.41
535.79 0.56 -0.16 16.43
535.931 0.54 -0.16 16.43
536.061 0.56 -0.17 16.45
536.231 0.58 -0.14 16.62
536.341 0.61 -0.15 16.69
536.481 0.61 -0.13 16.72
536.612 0.65 -0.14 16.83
536.822 0.69 -0.08 17.04
536.952 0.70 -0.09 17.15
537.082 0.71 -0.08 17.14
537.212 0.72 -0.05 17.20
537.333 0.71 -0.02 17.30
537.463 0.71 -0.02 17.40
537.593 0.70 0.01 17.46
537.723 0.72 0.04 17.39
537.853 0.73 0.05 17.45
537.974 0.73 0.03 17.56
538.104 0.72 0.02 17.58
538.324 0.70 -0.02 17.57
538.524 0.70 -0.01 17.56
538.655 0.70 -0.04 17.56
538.775 0.70 -0.04 17.58
538.905 0.70 -0.04 17.56
539.035 0.68 -0.08 17.60
539.165 0.67 -0.10 17.70
